Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
A MARKET,,13008,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,A MARKET,5650 Market St,Emeryville,94608,37.8409934,-122.2740868,,,Closed,,,,Groceries,,A MARKET,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 711,,13009,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 711,40055 Mission Blvd,Fremont,94539,37.55598,-121.951736,http://locations.luckysupermarkets.com/ll/US/CA/Fremont/40055-Mission-Blvd,,Open,,,,Groceries,,Lucky 711,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,7:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 722,,13010,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 722,1951 Holmes St,Livermore,94550,37.661354,-121.781254,http://locations.luckysupermarkets.com/ll/US/CA/Livermore/1951-Holmes-St_,,Open,,,,Groceries,,Lucky 722,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 736,,13011,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 736,247 E 18th St,Oakland,94606,37.799664,-122.25334,http://locations.luckysupermarkets.com/ll/US/CA/Oakland/247-E_-18Th-St_,,Open,,,,Groceries,,Lucky 736,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 704,,13012,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 704,3443 Castro Valley Blvd,Castro Valley,94546,37.694734,-122.075767,http://locations.luckysupermarkets.com/ll/US/CA/Castro-Valley/3443-Castro-Valley-Blvd,,Open,,,,Groceries,,Lucky 704,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  908,,13013,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  908,3550 Fruitvale Ave,Oakland,94602,37.801384,-122.2155883,https://local.safeway.com/safeway/ca/oakland/3550-fruitvale-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  908,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY 638,,13014,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY 638,4100 Redwood Rd,Oakland,94619,37.7981791,-122.1825284,https://local.safeway.com/safeway/ca/oakland/4100-redwood-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY 638,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 716,,13015,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 716,25151 Santa Clara St,Hayward,94544,37.64804,-122.090195,http://locations.luckysupermarkets.com/ll/US/CA/Hayward/25151-Santa-Clara-St_,,Open,,,,Groceries,,Lucky 716,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
WALGREENS 1536,,13016,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,WALGREENS 1536,3434 High St,Oakland,94619,37.7859744,-122.1962446,https://www.walgreens.com/locator/walgreens-3434+high+st-oakland-ca-94619/id=1536,,Open,,,,Groceries,,WALGREENS 1536,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,3:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  654,,13017,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  654,2096 Mountain Blvd,Oakland,94611,37.825454,-122.2089862,https://local.safeway.com/safeway/ca/oakland/2096-mountain-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  654,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  3132,,13018,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  3132,5130 Broadway,Oakland,94611,37.8348736,-122.2486188,https://local.safeway.com/safeway/ca/oakland/5100-broadway.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  3132,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  676,,13019,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  676,1500 Solano Ave,Albany,94707,37.8902696,-122.286906,https://local.safeway.com/safeway/ca/albany/1500-solano-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  676,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Safeway 691,,13020,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Safeway 691,1444 Shattuck Ave,Berkeley,94709,37.8807907,-122.2700198,https://local.safeway.com/safeway/ca/berkeley/1444-shattuck-place.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,Safeway 691,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  768,,13021,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  768,20629 Redwood Rd,Castro Valley,94546,37.6964207,-122.0751464,https://local.safeway.com/safeway/ca/castro-valley/20629-redwood-rd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  768,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  790,,13022,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  790,555 Bancroft Ave,San Leandro,94577,37.7343974,-122.1522505,https://local.safeway.com/safeway/ca/san-leandro/555-bancroft-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  790,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  797,,13023,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  797,231 W Jackson St,Hayward,94544,37.6526998,-122.0915008,https://local.safeway.com/safeway/ca/hayward/231-w-jackson-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  797,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
BERKELEY NATURAL GROCERY CO,,13024,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,BERKELEY NATURAL GROCERY CO,1336 Gilman St,Albany,94706,37.880948,-122.288582,http://www.naturalgrocery.com/,,Open,,,,Groceries,,BERKELEY NATURAL GROCERY CO,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM,7:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
M & H MARKET,,13025,"Customer reviews say the shop has a bad reputation, recently the store clerk was arrested for buying stolen cell phones. Store also located in bad area of Berkeley",,,M & H MARKET,3198 Adeline St,Berkeley,94703,37.8507672,-122.2709946,,,Open,,,,Groceries,,M & H MARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Monterey Market,,13026,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Monterey Market,1550 Hopkins St,Berkeley,94707,37.8811336,-122.2822415,https://www.montereymarket.com/,,Open,,,,Groceries,,Monterey Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,6:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Bay Farm's Produce/Los Mexicano's,,13027,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Bay Farm's Produce/Los Mexicano's,1244 High St,Oakland,94620,37.7719056,-122.2152437,,,Open,,,,Groceries,,Bay Farm's Produce/Los Mexicano's,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
BERKELEY BOWL MARKETPLACE,,13028,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,BERKELEY BOWL MARKETPLACE,2020 Oregon St,Berkeley,94703,37.857061,-122.267212,http://www.berkeleybowl.com/,,Open,,,,Groceries,,BERKELEY BOWL MARKETPLACE,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 744,,13029,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 744,6155 W Las Positas Blvd,Pleasanton,94588,37.68227,-121.905501,http://locations.luckysupermarkets.com/ll/US/CA/Pleasanton/6155-W_-Las-Positas,,Open,,,,Groceries,,Lucky 744,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  910,,13030,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  910,1554 1st St,Livermore,94550,37.6802613,-121.7769892,https://local.safeway.com/safeway/ca/livermore/1554-first-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  910,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
NORTHSIDE SUPERMARKET,,13031,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,NORTHSIDE SUPERMARKET,4505 Market St,Emeryville,94608,37.8346534,-122.2732113,,,Open,,,,Groceries,,NORTHSIDE SUPERMARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,11:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Ecology Center Farmers Market Tuesday S Berkley,,13032,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Ecology Center Farmers Market Tuesday S Berkley,1950 CENTER ST,BERKELEY,NA,NA,NA,,,Closed,,,,Groceries,,Ecology Center Farmers Market Tuesday S Berkley,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Paramount Liquors,,13033,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Paramount Liquors,2045 Foothill Blvd,Oakland,94606,37.7868716,-122.2376536,,,Open,,,,Groceries,,Paramount Liquors,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,11:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Apna Bazar Pleasanton,,13034,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Apna Bazar Pleasanton,4040 Pimlico Dr,Pleasanton,94588,37.6996572,-121.8703254,https://apnabazar.com/,,Open,,,,Groceries,,Apna Bazar Pleasanton,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Bayfair Farmers Market,,13035,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Bayfair Farmers Market,15555 E 14th St,San Leandro,94578,37.7004841,-122.1258244,http://cafarmersmkts.com/bayfair.html,,Open,,,,Groceries,,Bayfair Farmers Market,Saturday,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
99 Cent Only Store 447,,13036,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,99 Cent Only Store 447,1490 Railroad Ave,Livermore,94550,37.6813342,-121.7784919,http://99only.com/store/livermore/,,Open,,,,Groceries,,99 Cent Only Store 447,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Ecology Center Community Produce Stand,,13037,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Ecology Center Community Produce Stand,2150 Shattuck Ave,Berkeley,94704,37.8700042,-122.2686141,,,Closed,,,,Groceries,,Ecology Center Community Produce Stand,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
JJ's Liquor,,13038,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,JJ's Liquor,21400 Royal Ave,Hayward,94541,37.6655556,-122.1127778,,,Open,,,,Groceries,,JJ's Liquor,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Piedmont Grocery  Co.,,13039,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Piedmont Grocery  Co.,4038 Piedmont Ave,Oakland,94611,37.8255762,-122.2529876,http://piedmontgrocery.com/,,Open,,,,Groceries,,Piedmont Grocery  Co.,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  993,,13040,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  993,3902 Washington Blvd,Fremont,94538,37.5317313,-121.9572184,https://local.safeway.com/safeway/ca/fremont/3902-washington-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  993,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 700,,13041,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 700,815 Marina Village Pkwy,Alameda,94501,37.783407,-122.274258,https://www.luckysupermarkets.com/stores#/5029,,Open,,,,Groceries,,Lucky 700,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Green Food & Liquor,,13042,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Green Food & Liquor,5970 Mowry Ave,Newark,94560,37.5249323,-122.0066963,,,Open,,,,Groceries,,Green Food & Liquor,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
7 Eleven 2369-18348e 18348E,,13043,,,,7 Eleven 2369-18348e 18348E,24476 Mission Blvd,Hayward,94544,37.6640416,-122.0762727,https://www.7-eleven.com/locations/ca/hayward/24476-mission-blvd-18348?yext=18348,,Open,,,,Groceries,,7 Eleven 2369-18348e 18348E,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Chevron 1700,,13044,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Chevron 1700,2020 Driscoll Rd,Fremont,94539,37.5413834,-121.9473333,https://www.chevronwithtechron.com/station,,Open,,,,Groceries,,Chevron 1700,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Island Pacific Supermarket 4122,,13045,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Island Pacific Supermarket 4122,4122 Dyer St,Union City,94587,37.5884971,-122.0690002,https://islandpacificmarket.com/stores/listing/union-city,,Open,,,,Groceries,,Island Pacific Supermarket 4122,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Big Lots 4594,,13046,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Big Lots 4594,4484 Las Positas Rd,Livermore,94551,37.70112,-121.7436169,https://local.biglots.com/ca/livermore/4594?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,,Open,,,,Groceries,,Big Lots 4594,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Big Lots 4468,,13047,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Big Lots 4468,20800 Mission Blvd,Hayward,94541,37.6853618,-122.098752,https://local.biglots.com/ca/hayward/4468?utm_source=google&utm_medium=distrib&utm_campaign=google-distrib,,Open,,,,Groceries,,Big Lots 4468,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
